,Key2,Var.2,Date,Date2,Date3,roadteam,roadscore,hometeam,homescore,MLResult,ML,total,oddsadj,goalie,opp goalie,ATT,Fights,Weather Station,Weather Station Code.x,Data Type.x,Data Date,Time Zone.x,Daily Latitude.x,Daily Longitude.x,Daily Elevation.x,Daily High Temperature,Daily Low Temperature,Daily Average Temperature,Daily Warmest Heat Index,Daily Coldest Wind Chill Temperature,Daily High Dew Point,Daily Low Dew Point,Daily AVG Dew Point,Daily High Relative Humidity,Daily Low Relative Humidity,Daily AVG Humidity,Daily High Wet Bulb Temp,Daily Low Wet Bulb Temp,Daily AVG Wet Bulb Temp,Daily High Wind Speed,Daily AVG Wind Speed,Daily Wind Direction.x,Daily High Wind Gust,Daily Cloud Cover percent.x,Daily AVG Visability Miles,Daily Total Solar Irradiance Beam,Daily Total Solar Irradiance Diffuse,Daily Total Solar Irradiance Global,Daily Total Minutes of Sunshine,Daily Total Minutes of Sunshine of a cloud free day,Daily Observed Daily Water Equivalent,Daily Snowfall.x,Daily High Pressure Inches,Daily Low Pressure Inches,Daily AVG Pressure Inches,Daily Highest Pressure Millibars,Daily Low Pressure Millibars,Daily AVG Daily Pressure Millibars,Daily Two Digit Predominate Weather,Daily Weather Code,Daily Weather Text.x,Weather Station Code.y,Data Type.y,Time Zone.y,Hour Latitude.y,Hour Longitude.y,Hour Elevation.y,Hour Temperature,Hour Feels Like,Hour Dew Point,Hour Relative Humidity,Hour Wet Bulb Temp,Hour Wind Direction.y,Hour Wind Speed,Hour Cloud Cover percent.y,Hour Cloud Ceiling,Hour Cloud Cover Type,Hour Visibility,Hour Solar Irradiance Beam,Hour Solar Irradiance Diffuse,Hour Solar Irradiance Global,Hour Solar Irradiance Possible Beam,Hour Solar Irradiance Possible Global,Hour Solar Irradiance ET,Hour Probability of Precipitation,Hour Water EQ,Hour Snowfall.y,Hour Pressure Inches,Hour Pressure Millibars,Hour Weather Code Digit Numeric,Hour Weather Code Alpha Numeric,Hour Weather Text.y,Data Date_1
36,CYED 05/Feb/2018 07,36,2/5/18,5-Feb-18,5-Feb-18, Lightning,2, Oilers,6,W,125,6,104,Cam Talbot,Andrei Vasilevskiy,18347,0,CYED,CYED,O,5-Feb-18,MST,53.667,-113.467,2244,6,-14,-2,6,-22,-6,-18,-10,77,55,68,4,-13,-2,9,5,252,9,46,10.2,1160,122,1282,439,550,0.01,0,30.23,29.97,30.11,1030.2,1021.5,1025.9,46,CLR,Fair,CYED,O,MST,53.667,-113.467,2244,0,-11,-8,71,-1,270,5,100,19,OVC,9,0,0,0,0,0,0,0,0,0,30.22,1029.8,40,MC,Overcast,5-Feb-18
37,CYED 05/Feb/2019 07,37,2/5/19,5-Feb-19,5-Feb-19,Blackhawks,6, Oilers,2,W ,125,O 6.5,-106,C. Ward,C. Talbot,18347,0,CYED,CYED,O,5-Feb-19,MST,53.667,-113.467,2257,-16,-38,-25,-17,-35,-24,-42,-32,73,60,67,-17,-34,-25,7,2,77,7,15,8.1,1182,122,1304,494,550,0.15,1.2,30.32,30.05,30.14,1032.3,1026.3,1028.9,46,CLR,Fair,CYED,O,MST,53.667,-113.467,2257,-35,-35,-42,66,-34,0,0,1,400,CLR,8,0,0,0,0,0,0,0,0,0,30.06,1027.3,46,CLR,Fair,5-Feb-19
38,CYED 05/Jan/2014 07,38,1/5/14,5-Jan-14,5-Jan-14, Lightning,3, Oilers,5,,NA,,NA,,,16839,#N/A,CYED,CYED,O,5-Jan-14,MST,53.667,-113.467,2244,-5,-37,-19,-5,-40,-12,-45,-25,79,60,69,-6,-36,-19,5,2,178,5,50,14.7,457,55,512,235,459,0.03,0.3,30.73,30.28,30.58,1049.8,1033.6,1044.7,28,SNOW,Ice Crystals,CYED,O,MST,53.667,-113.467,2244,-34,-34,-39,75,-34,0,0,5,224,FEW,15,0,0,0,0,0,0,0,0,0,30.71,1049.6,45,CLR,Mostly Clear,5-Jan-14
39,CYED 05/Mar/2018 07,39,3/5/18,5-Mar-18,5-Mar-18, Coyotes,3, Oilers,4,W,-160,5.5,-105,Cam Talbot,Darcy Kuemper,18347,0,CYED,CYED,O,5-Mar-18,MST,53.667,-113.467,2244,18,-8,3,18,-19,8,-12,-2,92,58,81,15,-8,2,9,4,273,9,34,10.2,2027,252,2278,413,669,0,0,30.21,30.14,30.16,1028.9,1026,1027.2,46,CLR,Fair,CYED,O,MST,53.667,-113.467,2244,-4,-18,-8,84,-5,260,7,45,0,CLR,9,0,0,0,0,0,0,0,0,0,30.16,1027.6,46,CLR,Fair,5-Mar-18
40,CYED 05/Nov/2017 07,40,11/5/17,5-Nov-17,5-Nov-17, Red Wings,4, Oilers,0,L,-200,5.5,-101,Cam Talbot,Petr Mrazek,18347,0,CYED,CYED,O,5-Nov-17,MST,53.667,-113.467,2244,22,1,13,21,-9,12,0,7,92,63,78,19,2,11,13,8,277,13,81,7.9,743,120,862,114,549,0.09,1.7,30.13,30.02,30.06,1025,1021.9,1023.1,9,SNOW,Light Snow,CYED,O,MST,53.667,-113.467,2244,5,-7,1,85,4,260,7,100,23,OVC,9,0,0,0,0,0,0,99,0.01,0.1,30.03,1022.7,9,SNOW,Light Snow,5-Nov-17
41,CYED 06/Apr/2014 07,41,4/6/14,6-Apr-14,6-Apr-14, Ducks,2, Oilers,4,,NA,,NA,,,16839,#N/A,CYED,CYED,O,6-Apr-14,MST,53.667,-113.467,2244,49,32,40,48,26,30,19,24,65,40,54,39,28,34,18,10,290,28,49,9,3913,460,4373,495,807,0,0,29.94,29.62,29.76,1016.1,1005.1,1010.1,42,MC,Mostly Cloudy,CYED,O,MST,53.667,-113.467,2244,37,31,21,52,32,300,8,100,49,OVC,9,28,6,34,55,61,79,0,0,0,29.68,1007.3,40,MC,Overcast,6-Apr-14
42,CYED 06/Apr/2016 07,42,4/6/16,6-Apr-16,6-Apr-16, Canucks,2, Oilers,6,W,-156,5,-137,Cam Talbot,Jacob Markstrom,16839,0,CYED,CYED,O,6-Apr-16,MST,53.667,-113.467,2244,54,32,46,53,30,32,23,26,65,34,46,42,31,38,23,16,305,38,36,13,3785,466,4251,486,807,0,0,30.17,29.8,29.97,1023.8,1010.6,1016.5,42,MC,Mostly Cloudy,CYED,O,MST,53.667,-113.467,2244,45,38,25,45,37,290,17,70,210,BKN,15,47,6,53,59,65,85,0,0,0,29.88,1013.5,42,MC,Mostly Cloudy,6-Apr-16
43,CYED 06/Dec/2015 07,43,12/6/15,6-Dec-15,6-Dec-15, Sabres,2, Oilers,4,W,-116,5,-119,Anders Nilsson,Chad Johnson,16839,0,CYED,CYED,O,6-Dec-15,MST,53.667,-113.467,2244,28,11,21,28,8,21,12,17,100,71,84,25,13,20,7,3,193,7,26,9,487,54,540,308,458,0,0,29.67,29.56,29.61,1008,1004.8,1006.5,46,CLR,Fair,CYED,O,MST,53.667,-113.467,2244,16,16,14,93,15,270,3,5,190,CLR,9,0,0,0,0,0,0,0,0,0,29.61,1006.7,46,CLR,Fair,6-Dec-15
44,CYED 06/Dec/2017 07,44,12/6/17,6-Dec-17,6-Dec-17, Flyers,4, Oilers,2,L,-129,5.5,-116,Laurent Brossoit,Brian Elliott,18347,0,CYED,CYED,O,6-Dec-17,MST,53.667,-113.467,2244,33,15,26,32,6,19,10,16,79,50,65,28,14,23,12,9,257,12,38,11.5,410,54,464,95,458,0,0,30.53,30.34,30.45,1037.7,1030.8,1034.9,46,CLR,Fair,CYED,O,MST,53.667,-113.467,2244,16,6,10,79,14,250,7,15,400,CLR,9,0,0,0,0,0,0,0,0,0,30.52,1037.7,46,CLR,Fair,6-Dec-17
45,CYED 06/Jan/2015 07,45,1/6/15,6-Jan-15,6-Jan-15, Red Wings,4, Oilers,2,,NA,,NA,,,16839,0,CYED,CYED,O,6-Jan-15,MST,53.667,-113.467,2244,-1,-13,-3,-1,-24,-9,-20,-12,71,59,65,-2,-12,-4,7,4,21,7,68,8.8,286,55,341,20,461,0,0,30.86,30.47,30.73,1049.9,950.7,1010,46,CLR,Fair,CYED,O,MST,53.667,-113.467,2244,-2,-14,-9,71,-3,340,6,100,63,OVC,9,0,0,0,0,0,0,0,0,0,30.64,1044.5,40,MC,Overcast,6-Jan-15
46,CYED 06/Mar/2014 07,46,3/6/14,6-Mar-14,6-Mar-14, Islanders,2, Oilers,3,,NA,,NA,,,16839,#N/A,CYED,CYED,O,6-Mar-14,MST,53.667,-113.467,2244,6,-9,0,3,-14,-6,-17,-10,71,50,62,1,-8,-1,9,5,3,9,76,7.9,1811,259,2069,149,673,0.04,0.4,30.02,29.83,29.93,1023.1,1015.9,1019.8,46,CLR,Fair,CYED,O,MST,53.667,-113.467,2244,0,-11,-9,65,-2,360,5,100,84,OVC,9,0,0,0,0,0,0,0,0,0,29.88,1017.6,40,MC,Overcast,6-Mar-14
47,CYED 06/Nov/2015 07,47,11/6/15,6-Nov-15,6-Nov-15, Penguins,2, Oilers,1,L,130,5.5,-130,Anders Nilsson,Jeff Zatkoff,16839,0,CYED,CYED,O,6-Nov-15,MST,53.667,-113.467,2244,44,25,35,43,19,30,23,26,100,49,73,37,25,31,13,7,202,13,45,9.6,1116,117,1233,471,546,0,0,30.05,29.7,29.89,1020.7,1007.9,1015.3,45,CLR,Mostly Clear,CYED,O,MST,53.667,-113.467,2244,25,19,25,99,25,210,5,5,37,FEW,9,0,0,0,0,0,0,0,0,0,29.99,1019.2,45,CLR,Mostly Clear,6-Nov-15
48,CYED 07/Apr/2015 07,48,4/7/15,7-Apr-15,7-Apr-15, Kings,2, Oilers,4,,NA,,NA,,,16839,1,CYED,CYED,O,7-Apr-15,MST,53.667,-113.467,2244,45,26,34,43,22,27,16,21,86,39,60,35,24,30,8,4,106,8,60,10.4,2990,466,3456,312,811,0.02,0.2,29.9,29.81,29.85,1015.2,1012,1013.7,40,MC,Overcast,CYED,O,MST,53.667,-113.467,2244,30,25,19,64,27,90,5,100,11,OVC,6,30,6,36,59,65,85,0,0,0,29.87,1014.4,9,SNOW,Light Snow,7-Apr-15
49,CYED 07/Apr/2018 07,49,4/7/18,7-Apr-18,7-Apr-18, Canucks,2, Oilers,3,W,-180,6,-115,Cam Talbot,Anders Nilsson,18347,0,CYED,CYED,O,7-Apr-18,MST,53.667,-113.467,2244,18,4,13,18,-8,7,-8,0,67,45,57,15,2,10,18,12,106,22,100,8.4,2552,466,3020,0,811,0.08,1.4,30.11,29.82,29.91,1024.7,1014.2,1017.8,40,MC,Overcast,CYED,O,MST,53.667,-113.467,2244,7,-7,-4,61,5,110,9,100,47,OVC,9,30,6,36,59,65,85,0,0,0,29.98,1020.2,40,MC,Overcast,7-Apr-18
50,CYED 07/Dec/2013 07,50,12/7/13,7-Dec-13,7-Dec-13, Flames,2, Oilers,1,,NA,,NA,,,16839,#N/A,CYED,CYED,O,7-Dec-13,MST,53.667,-113.467,2244,6,-23,-9,6,-42,-2,-32,-18,69,57,62,5,-23,-11,14,10,258,14,45,8.9,369,54,423,245,457,0.02,0.8,30.38,29.92,30.08,1037.2,1019.8,1026.4,46,CLR,Fair,CYED,O,MST,53.667,-113.467,2244,-22,-41,-31,62,-22,230,8,0,193,CLR,9,0,0,0,0,0,0,0,0,0,30.2,1031,46,CLR,Fair,7-Dec-13
51,CYED 07/Dec/2014 07,51,12/7/14,7-Dec-14,7-Dec-14, Sharks,1, Oilers,2,,NA,,NA,,,16839,1,CYED,CYED,O,7-Dec-14,MST,53.667,-113.467,2244,29,-1,13,25,1,21,-2,10,92,79,85,24,1,13,12,5,278,12,38,5,526,54,580,434,457,0.02,0.2,30.18,29.92,30.07,1027.3,1017.9,1023.2,46,CLR,Fair,CYED,O,MST,53.667,-113.467,2244,16,6,12,86,15,250,7,5,220,FEW,3,0,0,0,0,0,0,0,0,0,30,1020.6,45,CLR,Mostly Clear,7-Dec-14
52,CYED 07/Dec/2018 07,52,12/7/18,7-Dec-18,7-Dec-18,Wild,2, Oilers,7,L ,111,O 5.5,-121,D. Dubnyk,C. Talbot,18347,0,CYED,CYED,O,7-Dec-18,MST,53.667,-113.467,2257,16,-1,10,16,-13,9,-6,1,85,60,69,14,0,8,9,6,231,10,15,9,508,54,562,349,457,0,0,30.14,29.9,29.95,1021.2,1017.6,1019.3,46,CLR,Fair,CYED,O,MST,53.667,-113.467,2257,5,-8,-4,66,4,180,8,4,400,CLR,9,0,0,0,0,0,0,0,0,0,29.92,1018.4,46,CLR,Fair,7-Dec-18
53,CYED 07/Jan/2014 07,53,1/7/14,7-Jan-14,7-Jan-14, Blues,5, Oilers,2,,NA,,NA,,,16839,#N/A,CYED,CYED,O,7-Jan-14,MST,53.667,-113.467,2244,14,0,4,16,-16,9,-6,-2,79,71,75,14,-1,4,14,9,91,14,100,6.9,287,56,342,0,463,0,0,30.09,29.87,30.02,1024.2,1017.1,1022,40,MC,Overcast,CYED,O,MST,53.667,-113.467,2244,5,-6,0,78,4,50,6,100,6,OVC,7,0,0,0,0,0,0,0,0,0,30.06,1023.2,40,MC,Overcast,7-Jan-14
54,CYED 07/Mar/2017 07,54,3/7/17,7-Mar-17,7-Mar-17, Islanders,4, Oilers,1,L,-169,5.5,-127,Cam Talbot,Thomas Greiss,18347,0,CYED,CYED,O,7-Mar-17,MST,53.667,-113.467,2244,6,-9,0,6,-26,-2,-15,-7,77,61,69,5,-7,0,16,9,330,21,55,10.8,1731,265,1997,319,678,0.04,0,30.15,29.89,30.07,1027.6,1017.5,1024.4,40,MC,Overcast,CYED,O,MST,53.667,-113.467,2244,-2,-21,-9,71,-3,320,13,100,17,OVC,9,0,0,0,0,0,0,0,0,0,30.02,1022.6,40,MC,Overcast,7-Mar-17
55,CYED 07/Mar/2019 07,55,3/7/19,7-Mar-19,7-Mar-19,Canucks,2, Oilers,3,L ,150,U 6,-125,T. Demko,M. Koskinen,18347,0,CYED,CYED,O,7-Mar-19,MST,53.667,-113.467,2257,11,-6,4,10,-21,3,-8,-1,92,69,79,9,-6,3,12,6,75,16,43,10.3,2296,265,2561,420,678,0,0,30.01,29.68,29.75,1016.7,1010.4,1012.7,46,CLR,Fair,CYED,O,MST,53.667,-113.467,2257,-4,-20,-8,84,-5,90,9,70,3,OVC,9,0,0,0,0,0,0,0,0,0,29.76,1013.5,46,CLR,Fair,7-Mar-19
56,CYED 07/Oct/2013 07,56,10/7/13,7-Oct-13,7-Oct-13, Devils,4, Oilers,5,,NA,,NA,,,16839,1,CYED,CYED,O,7-Oct-13,MST,53.667,-113.467,2244,64,36,49,63,37,43,34,39,91,41,72,51,36,44,20,7,300,25,64,9,2316,259,2575,414,666,0,0,29.66,29.41,29.46,1005.6,996.6,999.1,46,CLR,Fair,CYED,O,MST,53.667,-113.467,2244,38,38,36,91,37,170,3,75,178,CLR,9,0,0,0,0,0,0,0,0,0,29.46,999.2,46,CLR,Fair,7-Oct-13
57,CYED 08/Apr/2014 07,57,4/8/14,8-Apr-14,8-Apr-14, Avalanche,4, Oilers,1,,NA,,NA,,,16839,#N/A,CYED,CYED,O,8-Apr-14,MST,53.667,-113.467,2244,66,35,49,64,29,34,21,28,65,26,46,49,31,40,16,10,265,25,60,10.5,4129,472,4601,434,815,0.04,0,29.78,29.5,29.64,1010.1,1000.3,1005,46,CLR,Fair,CYED,O,MST,53.667,-113.467,2244,39,34,25,56,34,240,7,75,179,CLR,9,39,6,45,63,69,91,0,0,0,29.71,1007.9,46,CLR,Fair,8-Apr-14
58,CYED 08/Jan/2016 07,58,1/8/16,8-Jan-16,8-Jan-16, Lightning,3, Oilers,2,L,130,5.5,-164,Cam Talbot,Ben Bishop,16839,0,CYED,CYED,O,8-Jan-16,MST,53.667,-113.467,2244,10,-4,7,12,-13,9,-4,4,92,85,89,12,-2,7,7,4,176,7,100,6.6,291,59,351,0,465,0,0,30.19,30.14,30.16,1028.1,1025.8,1026.9,40,MC,Overcast,CYED,O,MST,53.667,-113.467,2244,9,9,7,92,8,0,0,100,10,OVC,5,0,0,0,0,0,0,0,0,0,30.15,1026.1,9,SNOW,Light Snow,8-Jan-16
59,CYED 08/Mar/2016 07,59,3/8/16,8-Mar-16,8-Mar-16, Sharks,3, Oilers,0,L,112,5.5,-138,Cam Talbot,James Reimer,16839,1,CYED,CYED,O,8-Mar-16,MST,53.667,-113.467,2244,36,28,31,36,23,28,25,26,86,70,80,33,28,29,8,5,188,8,97,2.8,1426,277,1703,45,682,0,0,29.74,29.7,29.72,1010.2,1008.7,1009.5,40,MC,Overcast,CYED,O,MST,53.667,-113.467,2244,30,25,25,80,28,170,5,100,2,VV,1.2,0,0,0,0,0,0,0,0,0,29.73,1010.1,40,MC,Overcast,8-Mar-16
60,CYED 08/Mar/2018 07,60,3/8/18,8-Mar-18,8-Mar-18, Islanders,1, Oilers,2,W,-129,6.5,-102,Cam Talbot,Christopher Gibson,18347,1,CYED,CYED,O,8-Mar-18,MST,53.667,-113.467,2244,28,-4,14,28,-4,14,-9,6,92,43,72,24,-5,11,25,10,147,31,58,5.8,1999,270,2269,306,682,0,0,30.01,29.52,29.76,1021.3,1003.4,1012.7,46,CLR,Fair,CYED,O,MST,53.667,-113.467,2244,-2,-2,-4,92,-2,110,2,46,400,CLR,2,0,0,0,0,0,0,0,0,0,29.9,1018.2,46,CLR,Fair,8-Mar-18
61,CYED 09/Apr/2015 07,61,4/9/15,9-Apr-15,9-Apr-15, Sharks,3, Oilers,1,,NA,,NA,,,16839,0,CYED,CYED,O,9-Apr-15,MST,53.667,-113.467,2244,63,28,48,63,23,27,19,24,75,19,44,46,28,38,13,7,244,13,3,10.8,4699,481,5180,785,819,0.02,0,29.96,29.8,29.9,1016.6,1010.4,1014.3,46,CLR,Fair,CYED,O,MST,53.667,-113.467,2244,36,30,25,65,32,240,7,5,250,FEW,15,69,7,76,70,77,99,0,0,0,29.95,1016.4,45,CLR,Mostly Clear,9-Apr-15
62,CYED 09/Apr/2017 07,62,4/9/17,9-Apr-17,9-Apr-17, Canucks,2, Oilers,5,W,-270,5,-135,Laurent Brossoit,Richard Bachman,18347,1,CYED,CYED,O,9-Apr-17,MST,53.667,-113.467,2244,47,26,35,46,20,30,21,26,87,46,71,40,25,32,10,7,133,10,60,9,3035,481,3518,180,819,0.02,0.2,30.02,29.85,29.97,1019.3,1013.4,1017.6,46,CLR,Fair,CYED,O,MST,53.667,-113.467,2244,28,20,25,86,27,80,8,100,70,OVC,9,35,7,42,70,77,99,0,0,0,29.96,1017.1,40,MC,Overcast,9-Apr-17
63,CYED 09/Dec/2015 07,63,12/9/15,9-Dec-15,9-Dec-15, Sharks,3, Oilers,4,W,115,5.5,115,Anders Nilsson,Martin Jones,16839,2,CYED,CYED,O,9-Dec-15,MST,53.667,-113.467,2244,32,19,27,32,14,30,19,26,100,86,94,30,21,27,10,4,248,10,59,8,272,53,325,44,455,0,0,29.51,29.28,29.36,1002.5,994.6,997.4,45,CLR,Mostly Clear,CYED,O,MST,53.667,-113.467,2244,21,21,19,93,21,230,3,5,86,FEW,9,0,0,0,0,0,0,0,0,0,29.35,996.8,45,CLR,Mostly Clear,9-Dec-15
64,CYED 09/Dec/2018 07,64,12/9/18,9-Dec-18,9-Dec-18,Flames,0, Oilers,1,L ,123,U 6,-122,D. Rittich,M. Koskinen,18347,1,CYED,CYED,O,9-Dec-18,MST,53.667,-113.467,2257,29,9,19,28,0,14,3,8,73,54,64,24,10,16,12,7,218,12,34,9,441,53,494,276,455,0,0,30.26,29.81,29.98,1024.7,1013.4,1019.5,46,CLR,Fair,CYED,O,MST,53.667,-113.467,2257,16,5,5,62,13,220,8,26,399,CLR,9,0,0,0,0,0,0,0,0,0,30.07,1022.9,46,CLR,Fair,9-Dec-18
65,CYED 09/Feb/2019 07,65,2/9/19,9-Feb-19,9-Feb-19,Sharks,5, Oilers,2,W ,-138,O 6.5,-105,A. Dell,C. Talbot,18347,0,CYED,CYED,O,9-Feb-19,MST,53.667,-113.467,2257,-14,-32,-22,-15,-47,-24,-36,-30,74,61,67,-15,-29,-22,8,4,245,8,31,8.3,1336,137,1473,506,565,0,0,30.68,30.31,30.57,1048,1034.6,1043.8,46,CLR,Fair,CYED,O,MST,53.667,-113.467,2257,-29,-47,-36,67,-29,260,6,4,400,CLR,9,0,0,0,0,0,0,0,0,0,30.68,1047.8,46,CLR,Fair,9-Feb-19
66,CYED 09/Jan/2015 07,66,1/9/15,9-Jan-15,9-Jan-15, Blackhawks,2, Oilers,5,,NA,,NA,,,16839,0,CYED,CYED,O,9-Jan-15,MST,53.667,-113.467,2244,1,-22,-9,0,-34,-8,-29,-17,77,62,66,-1,-20,-10,7,4,259,7,52,10.5,467,61,529,174,466,0,0,30.45,29.93,30.12,1038.2,1020.8,1027.1,46,CLR,Fair,CYED,O,MST,53.667,-113.467,2244,-20,-20,-29,62,-20,120,2,2,206,CLR,9,0,0,0,0,0,0,0,0,0,30.23,1031.6,46,CLR,Fair,9-Jan-15
67,CYED 09/Mar/2014 07,67,3/9/14,9-Mar-14,9-Mar-14, Kings,4, Oilers,2,,NA,,NA,,,16839,#N/A,CYED,CYED,O,9-Mar-14,MST,53.667,-113.467,2244,50,31,40,46,26,28,21,25,75,43,58,38,29,34,15,10,259,45,31,9,2463,277,2740,501,687,0,0,29.67,29.38,29.48,1007,997.1,1000.6,45,CLR,Mostly Clear,CYED,O,MST,53.667,-113.467,2244,34,26,25,70,31,260,9,70,72,BKN,9,0,0,0,0,0,0,0,0,0,29.41,998.3,42,MC,Mostly Cloudy,9-Mar-14
68,CYED 09/Mar/2019 07,68,3/9/19,9-Mar-19,9-Mar-19,Maple Leafs,3, Oilers,2,W ,-160,U 6.5,130,F. Andersen,A. Stolarz,18347,0,CYED,CYED,O,9-Mar-19,MST,53.667,-113.467,2257,22,4,15,21,-3,12,-2,6,92,49,70,18,6,13,9,4,281,9,49,9,2403,277,2680,389,687,0,0,29.92,29.79,29.88,1018.1,1012.6,1016,46,CLR,Fair,CYED,O,MST,53.667,-113.467,2257,16,8,9,73,14,260,5,100,40,OVC,9,0,0,0,0,0,0,0,0,0,29.83,1014.7,40,MC,Overcast,9-Mar-19
69,CYED 09/Oct/2014 07,69,10/9/14,9-Oct-14,9-Oct-14, Flames,5, Oilers,2,,NA,,NA,,,16839,0,CYED,CYED,O,9-Oct-14,MST,53.667,-113.467,2244,64,32,48,63,31,36,23,29,65,36,50,50,30,39,12,6,159,17,58,10.8,1742,246,1988,199,659,0.02,0,30.12,30,30.07,1022.6,1017.1,1020.3,46,CLR,Fair,CYED,O,MST,53.667,-113.467,2244,34,34,23,65,30,40,3,25,250,SCT,15,0,0,0,0,0,0,0,0,0,30.12,1022.3,54,CLR,Few High Clouds,9-Oct-14
70,CYED 09/Oct/2017 07,70,10/9/17,9-Oct-17,9-Oct-17, Jets,5, Oilers,2,L,-160,6,-116,Cam Talbot,Connor Hellebuyck,18347,0,CYED,CYED,O,9-Oct-17,MST,53.667,-113.467,2244,58,24,43,57,21,34,23,30,93,36,63,45,25,37,20,8,254,28,66,9,1743,246,1989,184,659,0,0,29.97,29.8,29.86,1018.1,1011.1,1013.6,40,MC,Overcast,CYED,O,MST,53.667,-113.467,2244,36,31,28,75,33,230,5,100,51,OVC,9,0,0,0,0,0,0,0,0,0,29.87,1014.4,40,MC,Overcast,9-Oct-17
71,CYED 10/Apr/2014 07,71,4/10/14,10-Apr-14,10-Apr-14, Kings,3, Oilers,0,,NA,,NA,,,16839,#N/A,CYED,CYED,O,10-Apr-14,MST,53.667,-113.467,2244,51,31,40,50,25,28,16,23,65,37,50,40,27,33,16,8,293,20,58,10.5,3583,485,4068,287,823,0,0,29.81,29.73,29.77,1011.6,1009,1010.4,42,MC,Mostly Cloudy,CYED,O,MST,53.667,-113.467,2244,36,31,18,48,29,250,6,100,96,BKN,9,37,7,44,74,81,105,0,0,0,29.77,1010.3,42,MC,Mostly Cloudy,10-Apr-14
72,CYED 10/Dec/2013 07,72,12/10/13,10-Dec-13,10-Dec-13, Hurricanes,4, Oilers,5,,NA,,NA,,,16839,#N/A,CYED,CYED,O,10-Dec-13,MST,53.667,-113.467,2244,13,-14,-1,14,-24,4,-18,-9,83,55,70,12,-12,-2,17,7,329,18,56,8.9,378,52,430,266,453,0,0,30.28,29.97,30.16,1031.3,1019.3,1027,46,CLR,Fair,CYED,O,MST,53.667,-113.467,2244,-3,-21,-8,76,-3,360,12,5,20,FEW,9,0,0,0,0,0,0,0,0,0,30.2,1028.1,45,CLR,Mostly Clear,10-Dec-13
73,CYED 10/Jan/2014 07,73,1/10/14,10-Jan-14,10-Jan-14, Penguins,3, Oilers,4,,NA,,NA,,,16839,#N/A,CYED,CYED,O,10-Jan-14,MST,53.667,-113.467,2244,31,13,22,30,6,19,9,13,74,59,68,27,14,19,13,9,256,13,48,9,505,62,567,313,469,0,0,29.58,29.32,29.45,1005.6,996.2,1000.7,46,CLR,Fair,CYED,O,MST,53.667,-113.467,2244,19,11,12,73,17,260,6,100,31,OVC,9,0,0,0,0,0,0,0,0,0,29.35,997.3,40,MC,Overcast,10-Jan-14
74,CYED 10/Jan/2016 07,74,1/10/16,10-Jan-16,10-Jan-16, Panthers,2, Oilers,1,L,108,5,125,Cam Talbot,Al Montoya,16839,3,CYED,CYED,O,10-Jan-16,MST,53.667,-113.467,2244,30,-9,20,30,-17,23,-9,15,93,70,81,28,-6,17,16,9,273,20,66,8.9,396,62,458,154,469,0.04,0.4,29.97,29.9,29.93,1019.9,1018,1018.6,46,CLR,Fair,CYED,O,MST,53.667,-113.467,2244,18,8,16,93,17,270,7,75,79,BKN,9,0,0,0,0,0,0,0,0,0,29.9,1018.3,42,MC,Mostly Cloudy,10-Jan-16
75,CYED 10/Jan/2017 07,75,1/10/17,10-Jan-17,10-Jan-17, Sharks,5, Oilers,3,L,-103,5,-113,Cam Talbot,Martin Jones,18347,0,CYED,CYED,O,10-Jan-17,MST,53.667,-113.467,2244,0,-16,-9,0,-33,-11,-26,-19,65,57,61,-2,-17,-9,20,9,280,23,44,8.2,469,62,531,277,469,0.17,1.7,29.84,29.65,29.74,1017.6,1010.1,1013.7,45,CLR,Mostly Clear,CYED,O,MST,53.667,-113.467,2244,-6,-23,-17,59,-7,230,10,20,71,SCT,9,0,0,0,0,0,0,0,0,0,29.66,1010.6,44,PC,Partly Cloudy,10-Jan-17
76,CYED 10/Jan/2019 07,76,1/10/19,10-Jan-19,10-Jan-19,Panthers,3, Oilers,4,L ,100,O 6,-105,J. Reimer,C. Talbot,18347,0,CYED,CYED,O,10-Jan-19,MST,53.667,-113.467,2257,5,-3,0,5,-11,4,-4,-1,100,92,95,5,-3,0,5,2,72,5,59,9.5,353,62,415,40,469,0,0,30.05,29.9,29.97,1023.8,1012.5,1020.4,42,MC,Mostly Cloudy,CYED,O,MST,53.667,-113.467,2257,-2,-2,-4,92,-2,50,2,70,6,SCT,9,0,0,0,0,0,0,0,0,0,29.92,1019.1,42,MC,Mostly Cloudy,10-Jan-19
77,CYED 10/Mar/2017 07,77,3/10/17,10-Mar-17,10-Mar-17, Penguins,3, Oilers,2,L,102,6.5,-133,Cam Talbot,Marc-Andre Fleury,18347,0,CYED,CYED,O,10-Mar-17,MST,53.667,-113.467,2244,1,-5,-2,1,-24,-8,-15,-10,71,59,66,0,-5,-3,15,11,93,15,99,5.2,1440,281,1721,0,691,0.18,1.8,30.5,30.41,30.44,1039.6,1036.4,1037.6,9,SNOW,Light Snow,CYED,O,MST,53.667,-113.467,2244,-2,-17,-11,65,-3,90,8,70,23,OVC,9,0,0,0,0,0,0,99,0.01,0.1,30.42,1036.9,9,SNOW,Light Snow,10-Mar-17
