Key2,GameKey,FullDate,Month,Day,Year,Date2,Date3,Season,Start (ET),Hour,Start-Military,Visitor/Neutral,Visitor Pts,Home/Neutral,Home Pts,OT,SO,Attendance,Notes,MonthW,MoneyLineAway,MoneyLineHome,Covered Line,Away ATS,Home ATS,CoveredO/U,O/U,DateWeek,Keyyr,Capacity,New Stadium Season,Years in Stadium,City Played,Weather Station,WKey,Weather Station Code.x,Data Type.x,Data Date,Time Zone.x,Latitude.x,Longitude.x,Elevation.x,Daily High Temperature,Daily Low Temperature,Daily Average Temperature,Daily Warmest Heat Index,Daily Coldest Wind Chill Temperature,Daily High Dew Point,Daily Low Dew Point,Daily AVG Dew Point,Daily High Relative Humidity,Daily Low Relative Humidity,Daily AVG Humidity,Daily High Wet Bulb Temp,Daily Low Wet Bulb Temp,Daily AVG Wet Bulb Temp,Daily High Wind Speed,Daily AVG Wind Speed,Daily Wind Direction,Daily High Wind Gust,Daily Cloud Cover percent,Daily AVG Visability Miles,Daily Total Solar Irradiance Beam,Daily Total Solar Irradiance Diffuse,Daily Total Solar Irradiance Global,Daily Total Minutes of Sunshine,Daily Total Minutes of Sunshine of a cloud free day,Daily Observed Daily Water Equivalent,Daily Snowfall,Daily High Pressure Inches,Daily Low Pressure Inches,Daily AVG Pressure Inches,Daily Highest Pressure Millibars,Daily Low Pressure Millibars,Daily AVG Daily Pressure Millibars,Daily Two Digit Predomite Weather,Daily Weather Code,Daily Weather Text,Hour Temperature,Hour Feels Like,Hour Dew Point,Hour Relative Humidity,Hour Wet Bulb Temp,Hour Wind Direction,Hour Wind Speed,Hour Cloud Cover percent,Hour Cloud Ceiling,Hour Cloud Cover Type,Hour Visibility,Hour Solar Irradiance Beam,Hour Solar Irradiance Diffuse,Hour Solar Irradiance Global,Hour Solar Irradiance Possible Beam,Hour Solar Irradiance Possible Global,Hour Solar Irradiance ET,Hour Probability of Precipitation,Hour Water EQ,Hour Snowfall,Hour Pressure Inches,Hour Pressure Millibars,Hour Weather Code Digit Numeric,Hour Weather Code Alpha Numeric,Hour Weather Text,Militaryminusfour,Minus Four Temperature,Minus Four Feels Like,Minus Four Dew Point,Minus Four Relative Humidity,Minus Four Wet Bulb Temp,Minus Four Wind Direction,Minus Four Wind Speed,Minus Four Cloud Cover percent,Minus Four Cloud Ceiling,Minus Four Cloud Cover Type,Minus Four Visibility,Minus Four Solar Irradiance Beam,Minus Four Solar Irradiance Diffuse,Minus Four Solar Irradiance Global,Minus Four Solar Irradiance Possible Beam,Minus Four Solar Irradiance Possible Global,Minus Four Solar Irradiance ET,Minus Four Probability of Precipitation,Minus Four Water EQ,Minus Four Snowfall,Minus Four Pressure Inches,Minus Four Pressure Millibars,Minus Four Weather Code Digit Numeric,Minus Four Weather Code Alpha Numeric,Minus Four Weather Text
CYWG 23/Nov/2013 11,WSH41601,11/23/13,11,23,2013,23-Nov-13,23-Nov-13,2014, 3:00 PM,3,15,MIN,3,WPG,2,1,1,"15,004",0,Nov,-119,110,NA,-1.5,1.5 (0.5),U,5,Saturday,WPG2014,15321,0,2,Winnipeg,CYWG,CYWG41601,CYWG,O,23-Nov-13,CST,49.91,-97.24,784,6,-16,-4,5,-34,0,-20,-11,81,60,74,4,-15,-6,25,11,210,28,21,15,1088,109,1197,496,521,0,0,30.87,30.43,30.76,1048.6,1032.8,1044.4,47,CLR,Clear,1,-15,-8,66,-1,190,10,20,260,SCT,15,84,9,93,89,98,127,0,0,0,30.77,1044.7,54,CLR,Few High Clouds,11,-3,-19,-11,69,-4,260,9,0,216,SKC,15,199,20,219,199,219,285,0,0,0,30.87,1048.2,47,CLR,Clear
CYWG 23/Nov/2014 12,WSH41966,11/23/14,11,23,2014,23-Nov-14,23-Nov-14,2015, 4:30 PM,4,16,STL,4,WPG,2,0,0,"15,016",0,Nov,-118,107,NA,-1.5 (0.5),1.5,O,5,Sunday,WPG2015,15321,0,3,Winnipeg,CYWG,CYWG41966,CYWG,O,23-Nov-14,CST,49.91,-97.24,784,35,11,24,34,-6,30,5,20,100,73,88,32,11,24,26,17,334,29,95,6.4,548,109,657,0,521,0,0,29.68,29.3,29.46,1006.7,993.5,999,40,MC,Overcast,19,3,16,86,18,340,22,100,9,OVC,1,5,1,6,10,11,15,0,0,0,29.52,1001.2,12,SNOW,Snow Grains,12,27,13,27,100,27,330,20,100,3,OVC,1,116,23,139,232,255,331,0,0,0,29.41,997.2,4,SNOW,Freezing Drizzle
CYWG 23/Nov/2015 16,WSH42331,11/23/15,11,23,2015,23-Nov-15,23-Nov-15,2016, 8:00 PM,8,20,COL,4,WPG,1,0,0,"15,294",0,Nov,154,-171,NA,1.5 (4.5),-1.5,U,5.5,Monday,WPG2016,15321,0,4,Winnipeg,CYWG,CYWG42331,CYWG,O,23-Nov-15,CST,49.91,-97.24,784,35,11,28,34,13,32,10,24,94,80,89,33,13,27,15,9,322,15,73,15,558,109,667,33,521,0,0,30.17,29.69,29.98,1023.4,1006.6,1016.7,40,MC,Overcast,21,21,19,93,21,0,0,5,45,FEW,15,0,0,0,0,0,0,0,0,0,30.13,1021.8,27,FOG,Ground Fog,16,30,22,27,86,29,310,10,75,43,BKN,15,6,1,7,10,11,15,0,0,0,30.08,1019.8,42,MC,Mostly Cloudy
CYWG 23/Oct/2015 16,WSH42300,10/23/15,10,23,2015,23-Oct-15,23-Oct-15,2016, 8:00 PM,8,20,TBL,4,WPG,3,1,0,"15,294",0,Oct,-113,102,NA,-1.5,1.5 (0.5),O,5.5,Friday,WPG2016,15321,0,4,Winnipeg,CYWG,CYWG42300,CYWG,O,23-Oct-15,CST,49.91,-97.24,784,49,37,45,48,33,45,34,40,100,62,85,46,38,43,15,9,197,18,91,12.2,1085,218,1306,0,616,0.3,0,30.03,29.8,29.88,1017.4,1009.8,1012.7,18,RAIN,Light Rain,44,39,42,93,43,310,8,75,180,BKN,15,0,0,0,0,0,0,0,0,0,29.84,1011.1,42,MC,Mostly Cloudy,16,46,42,45,93,46,320,10,100,51,OVC,15,44,9,54,89,98,127,0,0,0,29.8,1009.8,40,MC,Overcast
CYWG 23/Oct/2016 11,WSH42666,10/23/16,10,23,2016,23-Oct-16,23-Oct-16,2017, 3:00 PM,3,15,EDM,3,WPG,0,0,0,"33,240",0,Oct,-111,101,NA,-1.5 (1.5),1.5,U,5.5,Sunday,WPG2017,15321,0,5,Winnipeg,CYWG,CYWG42666,CYWG,O,23-Oct-16,CST,49.91,-97.24,784,50,33,42,50,30,43,31,38,98,59,86,45,33,41,14,8,342,14,56,14.1,1480,212,1692,290,616,0.57,0,30.34,29.91,30.16,1028.5,1013.8,1022.3,42,MC,Mostly Cloudy,50,47,37,60,44,350,7,20,35,SCT,15,183,20,203,203,223,290,0,0,0,30.23,1024.7,44,PC,Partly Cloudy,11,47,42,42,83,44,340,9,100,40,BKN,15,171,34,205,342,376,489,0,0,0,30.16,1022.3,42,MC,Mostly Cloudy
CYWG 24/Feb/2015 16,WSH42059,2/24/15,2,24,2015,24-Feb-15,24-Feb-15,2015, 8:00 PM,8,20,DAL,2,WPG,4,0,0,"15,016",0,Feb,131,-145,NA,1.5,-1.5 (0.5),O,5.5,Tuesday,WPG2015,15321,0,3,Winnipeg,CYWG,CYWG42059,CYWG,O,24-Feb-15,CST,49.91,-97.24,784,26,-4,4,26,-20,19,-13,-5,94,51,68,26,-3,4,29,16,335,40,28,14.2,2292,250,2542,537,639,0.01,0.1,30.04,29.68,29.93,1019.7,1006.7,1015.5,10,SNOW,Moderate Snow,-2,-17,-9,71,-3,330,8,70,160,BKN,15,0,0,0,0,0,0,0,0,0,29.98,1017.8,42,MC,Mostly Cloudy,16,5,-13,-6,61,3,300,15,5,240,FEW,15,177,18,195,180,198,258,0,0,0,29.97,1017,45,CLR,Mostly Clear
CYWG 24/Jan/2017 16,WSH42759,1/24/17,1,24,2017,24-Jan-17,24-Jan-17,2017, 8:00 PM,8,20,SJS,4,WPG,3,0,0,"15,294",0,Jan,-106,-104,NA,-1.5,1.5 (0.5),O,5.5,Tuesday,WPG2017,15321,0,5,Winnipeg,CYWG,CYWG42759,CYWG,O,24-Jan-17,CST,49.91,-97.24,784,27,22,25,27,9,25,19,22,93,85,89,26,21,24,15,12,281,15,100,11.7,628,125,752,0,536,0.2,2.1,29.94,29.76,29.84,1015.5,1009.3,1012.2,9,SNOW,Light Snow,22,9,19,89,21,320,15,100,18,OVC,15,0,0,0,0,0,0,99,0.01,0.1,29.92,1014.7,9,SNOW,Light Snow,16,24,11,21,89,23,310,15,100,10,OVC,15,27,5,32,54,59,77,0,0,0,29.86,1012.6,40,MC,Overcast
CYWG 24/Mar/2016 16,WSH42453,3/24/16,3,24,2016,24-Mar-16,24-Mar-16,2016, 8:00 PM,8,20,LAK,1,WPG,4,0,0,"15,294",0,Mar,-161,145,NA,-1.5,1.5 (4.5),U,5,Thursday,WPG2016,15321,0,4,Winnipeg,CYWG,CYWG42453,CYWG,O,24-Mar-16,CST,49.91,-97.24,784,46,28,35,45,14,34,18,26,94,61,70,40,25,32,25,15,172,33,88,13.3,3012,423,3435,164,747,0.01,0.1,30.05,29.7,29.85,1019.3,1007,1012.1,52,PC,High Clouds,33,22,32,93,33,30,21,100,70,OVC,15,0,0,0,0,0,0,0,0,0,29.72,1007.6,40,MC,Overcast,16,45,39,33,62,40,180,15,100,250,BKN,15,112,33,145,329,362,469,0,0,0,29.75,1008.6,42,MC,Mostly Cloudy
CYWG 24/Oct/2014 16,WSH41936,10/24/14,10,24,2014,24-Oct-14,24-Oct-14,2015, 8:00 PM,8,20,TBL,4,WPG,2,0,0,"15,016",0,Oct,-110,100,NA,-1.5 (0.5),1.5,O,5.5,Friday,WPG2015,15321,0,3,Winnipeg,CYWG,CYWG41936,CYWG,O,24-Oct-14,CST,49.91,-97.24,784,69,41,54,68,37,46,34,38,71,33,56,54,39,46,29,15,249,40,44,15,1692,211,1903,303,613,0,0,29.86,29.6,29.69,1011.6,1002.5,1005.9,47,CLR,Clear,54,49,34,47,45,270,18,0,250,SKC,15,0,0,0,0,0,0,0,0,0,29.75,1007.9,47,CLR,Clear,16,63,59,37,39,50,280,29,5,240,FEW,15,83,8,91,84,92,120,0,0,0,29.66,1004.8,45,CLR,Mostly Clear
CYWG 24/Oct/2018 15,WSH43397,10/24/18,10,24,2018,24-Oct-18,24-Oct-18,2019, 7:00 PM,7,19,TOR,4,WPG,2,0,0,"15,321",0,Oct,123,-136,NA,1.5 (3.5),-1.5,U,6.5,Wednesday,WPG2019,15321,0,7,Winnipeg,CYWG,CYWG43397,CYWG,O,24-Oct-18,CST,49.883,-97.217,784,56,26,42,56,17,33,22,28,80,40,60,45,26,36,25,15,169,32,21,14.5,2062,211,2273,512,613,0,0,30.28,29.9,30.07,1026.8,1013.4,1019.4,45,CLR,Mostly Clear,50,45,32,50,42,170,14,95,88,BKN,15,0,0,0,0,0,0,0,0,0,29.94,1015.1,42,MC,Mostly Cloudy,15,56,51,31,40,45,170,22,5,140,FEW,15,198,20,218,202,222,289,0,0,0,29.97,1016,45,CLR,Mostly Clear
CYWG 25/Jan/2014 15,WSH41664,1/25/14,1,25,2014,25-Jan-14,25-Jan-14,2014, 7:00 PM,7,19,TOR,4,WPG,5,1,0,"15,004",0,Jan,113,-122,NA,1.5 (0.5),-1.5,O,5.5,Saturday,WPG2014,15321,0,2,Winnipeg,CYWG,CYWG41664,CYWG,O,25-Jan-14,CST,49.91,-97.24,784,0,-15,-6,0,-38,-8,-20,-13,84,54,70,-1,-15,-7,22,10,306,28,72,12.6,820,128,948,38,539,0.03,0.3,29.99,29.52,29.81,1018.3,1002.1,1012.2,9,SNOW,Light Snow,-4,-18,-8,84,-5,150,7,100,20,OVC,1,0,0,0,0,0,0,0,0,0,29.65,1006.8,9,SNOW,Light Snow,15,-2,-13,-15,54,-3,150,5,100,85,OVC,15,75,15,90,150,165,215,0,0,0,29.76,1010.5,40,MC,Overcast
CYWG 25/Mar/2018 15,WSH43184,3/25/18,3,25,2018,25-Mar-18,25-Mar-18,2018, 7:00 PM,7,19,NSH,4,WPG,5,1,1,"15,321",0,Mar,130,-144,NA,1.5 (0.5),-1.5,O,5.5,Sunday,WPG2018,15321,0,6,Winnipeg,CYWG,CYWG43184,CYWG,O,25-Mar-18,CST,49.91,-97.24,784,34,31,33,34,18,30,22,27,93,64,80,32,29,31,29,23,179,40,93,14.2,2113,423,2535,0,751,0.01,0.1,30.06,29.92,29.97,1019.3,1014.7,1016.4,40,MC,Overcast,33,21,30,90,32,180,21,100,7,OVC,12,0,0,0,0,0,0,0,0,0,29.95,1015.8,40,MC,Overcast,15,33,20,30,87,32,180,25,100,9,OVC,15,232,46,278,463,509,661,0,0,0,29.92,1014.7,40,MC,Overcast
CYWG 25/Mar/2019 16,WSH43549,3/25/19,3,25,2019,25-Mar-19,25-Mar-19,2019, 8:00 PM,8,20,DAL,5,WPG,2,0,0,"15,321",0,Mar,123,-136,NA,1.5 (4.5),-1.5,O,5.5,Monday,WPG2019,15321,0,7,Winnipeg,CYWG,CYWG43549,CYWG,O,25-Mar-19,CST,49.883,-97.217,784,33,11,23,32,2,13,2,7,67,27,52,25,10,18,9,6,4,9,20,15,4140,424,4564,679,751,0,0,30.48,30.31,30.42,1034,1027.9,1032.1,45,CLR,Mostly Clear,26,18,13,58,22,180,7,70,250,BKN,15,0,0,0,0,0,0,0,0,0,30.36,1029.9,52,PC,High Clouds,16,32,27,8,35,25,320,6,20,250,SCT,15,309,33,342,329,362,470,0,0,0,30.4,1031.4,54,CLR,Few High Clouds
CYWG 25/Oct/2015 14,WSH42302,10/25/15,10,25,2015,25-Oct-15,25-Oct-15,2016, 6:00 PM,6,18,MIN,4,WPG,5,0,0,"15,294",0,Oct,125,-138,NA,1.5 (0.5),-1.5,O,5.5,Sunday,WPG2016,15321,0,4,Winnipeg,CYWG,CYWG42302,CYWG,O,25-Oct-15,CST,49.91,-97.24,784,46,24,35,45,20,34,23,30,100,61,82,39,24,33,9,5,208,9,50,15,1551,210,1761,231,609,0,0,30.38,30.25,30.33,1030,1025.5,1028.2,42,MC,Mostly Cloudy,41,36,34,76,38,170,7,70,88,BKN,15,0,0,0,0,0,0,0,0,0,30.31,1027.7,42,MC,Mostly Cloudy,14,45,41,32,61,39,240,6,45,210,SCT,15,241,30,271,296,326,423,0,0,0,30.33,1028.4,44,PC,Partly Cloudy
CYWG 26/Feb/2015 16,WSH42061,2/26/15,2,26,2015,26-Feb-15,26-Feb-15,2015, 8:00 PM,8,20,STL,2,WPG,1,1,1,"15,016",0,Feb,-133,120,NA,-1.5,1.5 (0.5),U,5.5,Thursday,WPG2015,15321,0,3,Winnipeg,CYWG,CYWG42061,CYWG,O,26-Feb-15,CST,49.91,-97.24,784,6,-22,-8,5,-41,-6,-27,-17,71,55,65,3,-20,-9,15,10,286,15,0,15,2591,258,2849,641,647,0,0,30.54,30.42,30.5,1037.4,1033,1035.9,47,CLR,Clear,-4,-20,-11,71,-5,280,9,0,252,SKC,15,0,0,0,0,0,0,0,0,0,30.47,1035,47,CLR,Clear,16,5,-12,-6,61,3,290,13,0,216,SKC,15,191,19,210,191,210,273,0,0,0,30.5,1035.6,47,CLR,Clear
CYWG 26/Feb/2019 16,WSH43522,2/26/19,2,26,2019,26-Feb-19,26-Feb-19,2019, 8:00 PM,8,20,MIN,3,WPG,2,0,0,"15,321",0,Feb,134,-148,NA,1.5 (2.5),-1.5,U,6,Tuesday,WPG2019,15321,0,7,Winnipeg,CYWG,CYWG43522,CYWG,O,26-Feb-19,CST,49.883,-97.217,784,3,-21,-7,2,-41,-6,-27,-16,77,54,65,0,-20,-9,15,11,207,20,59,15,1800,258,2058,122,647,0,0,30.52,30.29,30.44,1036.9,1028.6,1034,42,MC,Mostly Cloudy,-1,-19,-9,69,-3,200,12,70,85,BKN,15,0,0,0,0,0,0,0,0,0,30.35,1030.8,42,MC,Mostly Cloudy,16,2,-15,-11,54,0,210,13,90,120,BKN,15,125,19,144,191,210,273,0,0,0,30.4,1032.7,42,MC,Mostly Cloudy
CYWG 26/Jan/2016 16,WSH42395,1/26/16,1,26,2016,26-Jan-16,26-Jan-16,2016, 8:00 PM,8,20,ARI,2,WPG,5,0,0,"15,294",0,Jan,140,-155,NA,1.5,-1.5 (1.5),O,5,Tuesday,WPG2016,15321,0,4,Winnipeg,CYWG,CYWG42395,CYWG,O,26-Jan-16,CST,49.91,-97.24,784,23,19,22,23,3,20,13,16,90,68,80,22,18,20,22,11,255,29,77,13.2,785,130,915,139,542,0,0,30.13,29.84,30.04,1022,1012.4,1018.9,42,MC,Mostly Cloudy,23,10,16,76,21,210,15,70,23,BKN,15,0,0,0,0,0,0,0,0,0,29.98,1017,42,MC,Mostly Cloudy,16,23,11,14,68,20,210,12,25,120,SCT,15,55,6,61,61,67,86,0,0,0,30.07,1020,44,PC,Partly Cloudy
CYWG 26/Mar/2015 16,WSH42089,3/26/15,3,26,2015,26-Mar-15,26-Mar-15,2015, 8:00 PM,8,20,MTL,2,WPG,5,0,0,"15,016",0,Mar,115,-127,NA,1.5,-1.5 (1.5),O,5,Thursday,WPG2015,15321,0,3,Winnipeg,CYWG,CYWG42089,CYWG,O,26-Mar-15,CST,49.91,-97.24,784,27,15,21,27,6,18,5,11,86,46,69,22,15,18,14,8,15,21,17,15,3915,428,4343,597,755,0,0,30.34,30.23,30.31,1029.2,1025,1028,45,CLR,Mostly Clear,18,9,7,62,15,90,6,0,265,SKC,15,0,0,0,0,0,0,0,0,0,30.33,1029,47,CLR,Clear,16,27,18,9,46,22,10,9,5,40,FEW,15,324,33,357,332,365,474,0,0,0,30.33,1028.7,45,CLR,Mostly Clear
CYWG 26/Mar/2017 16,WSH42820,3/26/17,3,26,2017,26-Mar-17,26-Mar-17,2017, 8:00 PM,8,20,VAN,1,WPG,2,0,0,"15,294",0,Mar,150,-166,NA,1.5 (0.5),-1.5,U,5.5,Sunday,WPG2017,15321,0,5,Winnipeg,CYWG,CYWG42820,CYWG,O,26-Mar-17,CST,49.91,-97.24,784,44,30,37,44,25,38,29,33,95,71,86,40,31,36,14,7,55,14,52,14.4,3606,428,4034,412,755,0,0,29.97,29.92,29.95,1016.2,1014.4,1015.5,45,CLR,Mostly Clear,35,30,32,87,34,40,7,0,400,SKC,15,0,0,0,0,0,0,0,0,0,29.97,1016.2,47,CLR,Clear,16,44,39,35,72,40,10,8,5,240,FEW,15,327,33,360,332,365,474,0,0,0,29.95,1015.4,45,CLR,Mostly Clear
CYWG 26/Oct/2014 11,WSH41938,10/26/14,10,26,2014,26-Oct-14,26-Oct-14,2015, 3:00 PM,3,15,COL,1,WPG,2,1,0,"15,016",0,Oct,-119,108,NA,-1.5,1.5 (2.5),U,5.5,Sunday,WPG2015,15321,0,3,Winnipeg,CYWG,CYWG41938,CYWG,O,26-Oct-14,CST,49.91,-97.24,784,57,29,45,55,27,34,27,31,81,38,62,45,30,39,25,13,117,37,48,15,1169,203,1372,56,605,0,0,29.95,29.45,29.7,1015.1,997.8,1006.5,45,CLR,Mostly Clear,55,50,32,41,45,110,25,100,240,OVC,15,20,19,39,192,211,274,0,0,0,29.53,1000.8,50,PC,High Overcast,11,48,43,32,54,41,140,14,75,240,BKN,15,256,33,289,331,364,473,0,0,0,29.77,1008.8,52,PC,High Clouds
CYWG 27/Dec/2013 16,WSH41635,12/27/13,12,27,2013,27-Dec-13,27-Dec-13,2014, 8:00 PM,8,20,MIN,4,WPG,6,0,0,"15,004",0,Dec,111,-120,NA,1.5,-1.5 (0.5),O,5,Friday,WPG2014,15321,0,2,Winnipeg,CYWG,CYWG41635,CYWG,O,27-Dec-13,CST,49.91,-97.24,784,29,8,21,29,-6,25,5,18,91,79,86,27,9,21,22,16,292,26,90,13.4,410,80,488,26,487,0.02,0.4,29.98,29.63,29.83,1017.1,1005,1011.7,40,MC,Overcast,14,1,9,80,13,30,10,100,20,OVC,15,0,0,0,0,0,0,0,0,0,29.95,1016,40,MC,Overcast,16,24,11,20,85,23,340,15,100,21,OVC,15,4,1,4,7,8,11,0,0,0,29.92,1014.6,40,MC,Overcast
CYWG 27/Dec/2015 16,WSH42365,12/27/15,12,27,2015,27-Dec-15,27-Dec-15,2016, 8:00 PM,8,20,PIT,0,WPG,1,0,0,"15,294",0,Dec,113,-125,NA,1.5 (0.5),-1.5,U,5.5,Sunday,WPG2016,15321,0,4,Winnipeg,CYWG,CYWG42365,CYWG,O,27-Dec-15,CST,49.91,-97.24,784,2,-13,-5,1,-30,-4,-17,-10,78,70,75,0,-12,-5,10,7,271,10,41,15,758,80,838,298,487,0,0,30.62,30.48,30.57,1040,1035.4,1038.2,45,CLR,Mostly Clear,0,-14,-8,71,-1,180,7,100,150,OVC,15,0,0,0,0,0,0,0,0,0,30.6,1039.2,40,MC,Overcast,16,-2,-16,-8,77,-3,30,7,100,230,BKN,15,5,1,6,7,8,11,0,0,0,30.58,1038.7,42,MC,Mostly Cloudy
CYWG 27/Dec/2017 16,WSH43096,12/27/17,12,27,2017,27-Dec-17,27-Dec-17,2018, 8:00 PM,8,20,EDM,3,WPG,4,0,0,"15,321",0,Dec,116,-128,NA,1.5 (0.5),-1.5,O,6,Wednesday,WPG2018,15321,0,6,Winnipeg,CYWG,CYWG43096,CYWG,O,27-Dec-17,CST,49.91,-97.24,784,-7,-26,-16,-8,-42,-16,-31,-23,74,62,69,-9,-24,-17,14,8,183,14,31,15,802,80,882,430,487,0,0,30.59,30.44,30.54,1039.6,1033.9,1037.9,47,CLR,Clear,-11,-33,-19,68,-12,180,14,100,110,OVC,15,0,0,0,0,0,0,0,0,0,30.51,1036.6,40,MC,Overcast,16,-12,-30,-20,67,-13,170,9,20,250,SCT,15,7,1,8,7,8,11,0,0,0,30.54,1037.7,54,CLR,Few High Clouds
CYWG 27/Dec/2018 16,WSH43461,12/27/18,12,27,2018,27-Dec-18,27-Dec-18,2019, 8:00 PM,8,20,CGY,4,WPG,1,0,0,"15,321",0,Dec,127,-140,NA,1.5 (4.5),-1.5,U,6.5,Thursday,WPG2019,15321,0,7,Winnipeg,CYWG,CYWG43461,CYWG,O,27-Dec-18,CST,49.883,-97.217,784,10,2,7,10,-20,6,-3,2,83,73,78,9,1,6,28,20,5,35,60,10.4,745,81,826,320,487,0.09,1.9,30.18,30.03,30.11,1024.5,1019.3,1021.8,10,SNOW,Moderate Snow,6,-16,1,77,5,350,25,10,250,FEW,15,0,0,0,0,0,0,0,0,0,30.12,1022.3,10,SNOW,Moderate Snow,16,8,-12,1,74,7,360,22,30,250,SCT,15,7,1,8,8,9,11,0,0,0,30.08,1020.9,10,SNOW,Moderate Snow
CYWG 27/Feb/2014 16,WSH41697,2/27/14,2,27,2014,27-Feb-14,27-Feb-14,2014, 8:00 PM,8,20,ARI,2,WPG,3,1,1,"15,004",0,Feb,-102,-106,NA,1.5 (0.5),-1.5,U,5.5,Thursday,WPG2014,15321,0,2,Winnipeg,CYWG,CYWG41697,CYWG,O,27-Feb-14,CST,49.91,-97.24,784,-6,-31,-15,-6,-50,-17,-35,-24,75,48,63,-7,-27,-16,21,12,189,29,50,15,2062,265,2327,235,650,0,0,30.18,29.86,30.06,1025.2,1014.2,1021.3,42,MC,Mostly Cloudy,-9,-33,-18,64,-10,170,18,100,220,BKN,15,0,0,0,0,0,0,0,0,0,29.93,1016.8,42,MC,Mostly Cloudy,16,-8,-30,-18,58,-8,180,16,20,250,SCT,15,183,20,203,195,215,279,0,0,0,30.01,1019.7,54,CLR,Few High Clouds
CYWG 27/Feb/2018 16,WSH43158,2/27/18,2,27,2018,27-Feb-18,27-Feb-18,2018, 8:00 PM,8,20,NSH,6,WPG,5,0,0,"15,321",0,Feb,122,-135,NA,1.5 (2.5),-1.5,O,6,Tuesday,WPG2018,15321,0,6,Winnipeg,CYWG,CYWG43158,CYWG,O,27-Feb-18,CST,49.91,-97.24,784,26,5,17,26,-8,18,0,11,87,60,76,23,4,15,14,11,215,14,1,15,2643,265,2908,642,650,0,0,30.01,29.88,29.94,1018.1,1013.7,1015.9,47,CLR,Clear,19,6,12,75,17,180,14,0,348,SKC,15,0,0,0,0,0,0,0,0,0,29.92,1015.1,47,CLR,Clear,16,26,15,18,72,23,180,12,0,400,SKC,15,195,20,215,195,215,279,0,0,0,29.95,1016,47,CLR,Clear
CYWG 27/Mar/2018 16,WSH43186,3/27/18,3,27,2018,27-Mar-18,27-Mar-18,2018, 8:00 PM,8,20,BOS,4,WPG,5,1,1,"15,321",0,Mar,125,-138,NA,1.5 (0.5),-1.5,O,5.5,Tuesday,WPG2018,15321,0,6,Winnipeg,CYWG,CYWG43186,CYWG,O,27-Mar-18,CST,49.91,-97.24,784,41,28,35,41,19,34,25,29,96,60,82,38,27,33,18,11,204,24,55,12.8,3736,436,4172,378,759,0.01,0,29.92,29.59,29.8,1014.4,1003.3,1010.5,40,MC,Overcast,36,26,33,89,35,180,17,70,96,BKN,15,0,0,0,0,0,0,0,0,0,29.71,1007.5,42,MC,Mostly Cloudy,16,41,34,29,63,36,200,12,100,270,OVC,15,213,34,247,338,372,483,0,0,0,29.81,1010.7,50,PC,High Overcast
CYWG 27/Nov/2018 16,WSH43431,11/27/18,11,27,2018,27-Nov-18,27-Nov-18,2019, 8:00 PM,8,20,PIT,4,WPG,3,0,0,"15,321",0,Nov,127,-140,NA,1.5 (2.5),-1.5,O,6.5,Tuesday,WPG2019,15321,0,7,Winnipeg,CYWG,CYWG43431,CYWG,O,27-Nov-18,CST,49.883,-97.217,784,17,-3,8,16,-18,6,-8,1,81,58,74,13,-3,6,10,5,288,10,42,15,832,103,935,268,511,0,0,30.21,29.93,30.08,1025.5,1015.8,1020.9,47,CLR,Clear,11,2,4,74,10,160,5,100,200,OVC,15,0,0,0,0,0,0,0,0,0,29.96,1017.2,40,MC,Overcast,16,16,16,4,58,13,360,1,25,250,SCT,15,6,1,7,7,8,10,0,0,0,30.01,1018.7,54,CLR,Few High Clouds
CYWG 27/Oct/2015 16,WSH42304,10/27/15,10,27,2015,27-Oct-15,27-Oct-15,2016, 8:00 PM,8,20,LAK,4,WPG,1,0,0,"15,294",0,Oct,-104,-106,NA,1.5 (4.5),-1.5,U,5,Tuesday,WPG2016,15321,0,4,Winnipeg,CYWG,CYWG42304,CYWG,O,27-Oct-15,CST,49.91,-97.24,784,49,37,44,48,30,45,32,40,93,70,85,46,35,42,23,13,141,35,99,14.1,894,200,1096,0,603,0.07,0,30.24,29.65,29.92,1024.8,1004.7,1013.9,18,RAIN,Light Rain,46,43,45,93,46,160,7,100,120,OVC,15,0,0,0,0,0,0,0,0,0,29.71,1006.7,40,MC,Overcast,16,48,43,43,82,46,150,12,100,120,OVC,15,22,7,29,72,79,103,0,0,0,29.78,1009.4,40,MC,Overcast
CYWG 27/Oct/2016 16,WSH42670,10/27/16,10,27,2016,27-Oct-16,27-Oct-16,2017, 8:00 PM,8,20,DAL,1,WPG,4,0,0,"15,294",0,Oct,108,-119,NA,1.5,-1.5 (1.5),U,5.5,Thursday,WPG2017,15321,0,5,Winnipeg,CYWG,CYWG42670,CYWG,O,27-Oct-16,CST,49.91,-97.24,784,49,35,44,49,30,46,36,40,98,73,88,46,36,42,14,8,194,20,89,14.4,1364,194,1558,72,603,0,0,30.05,29.77,29.97,1018.9,1008.8,1015.9,40,MC,Overcast,46,42,42,87,44,140,8,100,100,OVC,15,0,0,0,0,0,0,0,0,0,29.91,1014,40,MC,Overcast,16,47,44,42,81,45,160,8,100,160,OVC,15,45,7,52,69,76,98,0,0,0,29.95,1015.1,40,MC,Overcast
